,name,value,open_value,market_cap(억원),market_cap_rank
1080,신한 레버리지 금 선물 ETN,14465,14480,289,
1081,삼성 미국 대형 가치주 ETN(H),14385,14450,288,
1082,미래에셋 일본 중형주 ETN(H),14345,14345,287,
1083,TIGER 미국나스닥바이오,19095,19210,286,
1084,TIGER 차이나CSI300인버스(합성),7530,7505,286,
1085,KOSEF 미국달러선물,11845,11905,285,
1086,미래에셋 KRX금현물 Auto-KO-C 2312-01 ETN,9505,9560,285,
1087,KBSTAR 200선물레버리지,23665,23265,284,
1088,삼성 미국 대형 가치주 ETN,14130,14130,283,
1089,미래에셋 유럽 중형주 ETN(H),14065,14065,281,
1090,신한 은 선물 ETN(H),13975,13995,280,
1091,KODEX 필수소비재,9945,9985,278,
1092,파워 200,42725,42375,278,
1093,미래에셋 호주 ASX200 ETN(H),13880,13880,278,
1094,KOSEF 인도Nifty50(합성),15860,15880,278,
1095,KODEX Fn K-뉴딜디지털플러스,12605,12620,277,
1096,티와이홀딩스우,22000,22000,276,코스피1097위
1097,ARIRANG 미국S&P500(H),15325,15305,276,
1098,삼성 레버리지 금 선물 ETN(H),27525,27355,275,
1099,신한 레버리지 S&P500 선물 ETN,13710,13745,274,
1100,세방우,7280,7250,269,코스피1101위
1101,신화실업,22100,22950,268,코스피1102위
1102,KBSTAR 글로벌4차산업IT(합성 H),19750,19645,267,
1103,SMART KIS단기통안채,100225,100225,263,
1104,하이골드12호,2010,2000,262,
1105,에이리츠,6880,6850,261,
1106,신한 금 선물 ETN(H),13010,12990,260,
1107,KOSEF 200선물레버리지,23360,22990,259,
1108,QV 레버리지 WTI원유 선물 ETN(H),645,640,258,
1109,TIGER 코스닥150선물인버스,4850,4910,257,
1110,미래에셋 유럽 대형주 ETN(H),12760,12760,255,
1111,KODEX 미국S&P고배당커버드콜(합성 H),9765,9815,254,
1112,KODEX 배당성장,14825,14680,252,
1113,KODEX 200ESG,14805,14580,252,
1114,세기상사,61600,0,251,코스피1115위
1115,ARIRANG 미국장기우량회사채,92980,93675,251,
1116,KODEX 고배당,8910,8945,249,
1117,KODEX TRF3070,10845,10870,249,
1118,KINDEX S&P아시아TOP50,16560,16410,248,
1119,모두투어리츠,3105,3150,243,
1120,대상우,17700,17950,243,코스피1121위
1121,TIGER 화장품,3790,3750,241,
1122,HANARO Fn5G산업,12300,12175,240,
1123,TRUE 레버리지 유로스탁스50 ETN(H),11980,12160,240,
1124,KODEX 200가치저변동,10860,10770,239,
1125,삼성 Cushing 에너지인프라 MLP ETN,7860,7870,236,
1126,TIGER 200 건설,2695,2695,235,
1127,ARIRANG 단기채권액티브,105955,105955,234,
1128,TIGER 골드선물(H),12315,12295,234,
1129,씨아이테크,929,935,233,코스피1130위
1130,TIGER 단기선진하이일드(합성 H),12225,12195,232,
1131,미래에셋 Q150 Core5 ETN,11575,11475,232,
1132,KODEX 에너지화학,19450,19165,231,
1133,QV 에너지 TOP5 ETN,11365,11365,227,
1134,하이트진로2우B,20100,20200,227,코스피1135위
1135,KOSEF 코스닥150,7000,6930,227,
1136,QV 의료 TOP5 ETN,11295,11250,226,
1137,미래에셋 미국 시니어론 100 ETN,11255,11290,225,
1138,미래에셋 미국 시니어론 100 ETN(H),11215,11215,224,
1139,신한 콩 선물 ETN(H),11195,11095,224,
1140,삼성 KRX 금현물 ETN,11040,11170,221,
1141,KODEX 바이오,14470,14315,220,
1142,ARIRANG 미국단기우량회사채,95220,95835,219,
1143,덕성우,15700,16350,219,코스피1144위
1144,KINDEX 골드선물 레버리지(합성 H),15530,15405,217,
1145,신한 레버리지 미국달러 선물 ETN,10830,10900,217,
1146,삼성 Alerian 에너지인프라 MLP ETN,7185,7180,216,
1147,미래에셋 글로벌 리츠 ETN(H),10765,10765,215,
1148,FOCUS KRX300,19405,19200,213,
1149,KODEX 배당성장채권혼합,11770,11755,212,
1150,삼성 인버스 2X WTI원유 선물 ETN,705,715,212,
1151,KODEX 미국S&P에너지(합성),6720,6550,211,
1152,한진칼우,39200,39300,210,코스피1153위
1153,미래에셋 미국 리츠 ETN(H),10485,10515,210,
1154,TIGER 200에너지화학레버리지,22065,21800,210,
1155,삼성 코스피 풋매도 4% OTM ETN,10465,10465,209,
1156,TIGER 200 헬스케어,25470,25560,209,
1157,FOCUS ESG리더스,10665,10635,208,
1158,신한 인버스 옥수수 선물 ETN(H),10270,10260,205,
1159,QV iSelect 글로벌 EMP ETN(H),10230,10230,205,
1160,TIGER 인도니프티50레버리지(합성),18600,18315,205,
1161,HANARO 고배당,9435,9530,203,
1162,KOSEF 미국달러선물레버리지,8760,8810,202,
1163,KODEX KRX300레버리지,20210,20245,202,
1164,한국주강,1780,2150,201,코스피1165위
1165,QV 조선 TOP5 ETN,10035,9995,201,
1166,TIGER KIS부동산인프라채권TR,5250,5220,200,
1167,지코,306,0,198,코스피1168위
1168,KODEX 200exTOP,14070,13945,197,
1169,KODEX 국채선물10년,69550,69440,196,
1170,KODEX 글로벌4차산업로보틱스(합성),16620,16810,194,
1171,삼성 레버리지 나스닥 100 ETN(H),9670,9615,193,
1172,KODEX 헬스케어,19320,19320,193,
1173,하이골드3호,1195,1190,193,
1174,대덕전자1우,9200,9190,193,코스피1175위
1175,TIGER 삼성그룹펀더멘털,12250,12200,191,
1176,신한 레버리지 구리 선물 ETN,19095,18070,191,
1177,넥센타이어1우B,2900,2895,188,코스피1178위
1178,한화투자증권우,3925,3960,188,코스피1179위
1179,TIGER LG그룹+펀더멘털,11165,10955,188,
1180,KODEX 구리선물(H),7465,7485,187,
1181,KODEX 미국채울트라30년선물(H),11650,11675,186,
1182,ARIRANG 고배당저변동50,10310,10230,186,
1183,신한 인버스 2X WTI원유 선물 ETN(H),740,755,185,
1184,코리아써우,6230,6220,185,코스피1185위
1185,KOSEF 미국달러선물인버스2X,8685,8610,183,
1186,한화우,38100,38000,183,코스피1187위
1187,QV 운송 TOP5 ETN,9075,9075,182,
1188,삼성 레버리지 구리 선물 ETN(H),18005,17005,180,
1189,SK증권우,4540,4600,178,코스피1190위
1190,미래에셋 원유선물혼합 ETN(H),17670,17540,177,
1191,ARIRANG 미국나스닥기술주,19620,20100,177,
1192,QV 미국 IT TOP5 ETN(H),24950,24835,175,
1193,일정실업,14500,14550,174,코스피1194위
1194,TIGER AI코리아그로스액티브,13370,13260,174,
1195,삼양홀딩스우,57100,57300,174,코스피1196위
1196,KODEX Fn멀티팩터,14455,14340,173,
1197,HANARO KRX300,19005,18685,171,
1198,KINDEX 밸류대형,9940,9725,169,
1199,신한 코스피 콘도르 6/10% ETN,8445,8445,169,
1200,QV 건설 TOP5 ETN,8300,8300,166,
1201,KINDEX 인도네시아MSCI(합성),8710,8750,165,
1202,신한 인버스 콩 선물 ETN(H),8240,8340,165,
1203,일양약품우,36950,36700,164,코스피1204위
1204,TIGER 200 중공업,2755,2775,164,
1205,신한 코스피 월별 양매도 5% OTM ETN,8205,8205,164,
1206,KODEX MSCI밸류,12600,12520,164,
1207,ARIRANG 200선물인버스2X,4290,4370,163,
1208,신한 인버스 2X 미국달러 선물 ETN,8115,8115,162,
1209,TIGER 유로스탁스레버리지(합성 H),8065,8120,161,
1210,삼성 인버스 2X 은 선물 ETN(H),1610,1605,161,
1211,신한 옥수수 선물 ETN(H),8045,8050,161,
1212,KINDEX 중장기국공채액티브,102015,101950,160,
1213,현대건설우,162000,161500,160,코스피1214위
1214,신한 코스피 월별 양매도 3% OTM ETN,7985,7985,160,
1215,KOSEF Fn중소형,22470,22510,157,
1216,QV 내수소비 TOP5 ETN,7810,7785,156,
1217,KBSTAR 채권혼합,64160,63925,154,
1218,KOSEF 코스피100,32070,31815,154,
1219,신한 코스피 콘도르 4/10% ETN,7630,7630,153,
1220,ARIRANG 코스피50,29710,29425,152,
1221,삼양사우,40850,41350,151,코스피1222위
1222,KBSTAR KQ고배당,15020,14985,150,
1223,KBSTAR 코스피ex200,12485,12445,150,
1224,TIGER S&P글로벌헬스케어(합성),14900,14975,149,
1225,KTOP 코스피50,30075,29610,149,
1226,KINDEX 미국IT인터넷S&P(합성 H),18500,18515,148,
1227,대신 2X 아연선물 ETN(H),7380,7170,148,
1228,TREX 200,42115,41760,147,
1229,코오롱우,13600,13450,146,코스피1230위
1230,KODEX 코스피100,32500,32310,146,
1231,KODEX 최소변동성,12145,12045,146,
1232,KODEX 200미국채혼합,12980,12945,145,
1233,KODEX 3대농산물선물(H),10070,10090,145,
1234,TRUE 인버스 2X S&P500 선물 ETN(H),2890,2900,144,
1235,태영건설우,11050,11050,144,코스피1236위
1236,파워 코스피100,32560,32240,143,
1237,KBSTAR 200IT,17445,17225,143,
1238,TIGER 은행,6875,6905,143,
1239,KINDEX 중국본토CSI300레버리지(합성),5915,6035,142,
1240,TIGER 유로스탁스배당30,11810,11775,142,
1241,TIGER 일본니케이225,17695,17855,142,
1242,신한 인버스 금 선물 ETN(H),7075,7085,142,
1243,ARIRANG 200선물레버리지,47030,46040,141,
1244,KBSTAR KRX300레버리지,20040,19670,140,
1245,TIGER 코스피고배당,12585,12530,140,
1246,TIGER 글로벌자원생산기업(합성 H),12670,12690,139,
1247,KODEX KTOP30,22980,22830,138,
1248,신한 레버리지 Russell 2000 ETN,13355,13400,134,
1249,KINDEX 일본Nikkei225(H),18905,18705,132,
1250,KB FnGuide 언택트 ETN,13220,13290,132,
1251,KODEX 혁신기술테마액티브,13220,13145,132,
1252,KINDEX 블룸버그베트남VN30선물레버리지(H),13155,13250,132,
1253,NPC우,2475,2440,131,코스피1254위
1254,ARIRANG 우량회사채50 1년,108580,108595,130,
1255,KODEX 삼성그룹밸류,9230,9150,129,
1256,TIGER 미국달러선물인버스2X,9835,9720,128,
1257,KB KRX300 ETN,12770,12770,128,
1258,TIGER 200커뮤니케이션서비스,28855,29320,127,
1259,KODEX 철강,8230,7895,127,
1260,KODEX K-이노베이션액티브,11480,11355,126,
1261,KINDEX 스마트모멘텀,17975,17805,126,
1262,KODEX 미국채10년선물,11295,11350,124,
1263,TIGER 코스피중형주,15515,15270,124,
1264,KBSTAR 헬스케어채권혼합,12375,12365,124,
1265,KINDEX 스마트밸류,15465,15340,124,
1266,신한 인버스 구리 선물 ETN(H),6180,6320,124,
1267,신한 인버스 WTI원유 선물 ETN(H),6175,6220,124,
1268,KINDEX 레버리지,10260,10160,123,
1269,유유제약1우,10800,11050,122,코스피1270위
1270,TRUE FTSE100 ETN,12170,12250,122,
1271,KOSEF 블루칩,10115,10065,121,
1272,KB KRX ESG Eco ETN,12030,12065,120,
1273,KOSEF KRX100,6675,6615,120,
1274,KODEX 코스닥150롱코스피200숏선물,8005,7920,120,
1275,신한 FnGuide 5G 테마주 ETN,11995,12105,120,
1276,남선알미우,38900,39500,120,코스피1277위
1277,QV S&P500 VIX S/T 선물 ETN B,11975,11715,120,
1278,SK네트웍스우,105000,106500,119,코스피1279위
1279,KODEX TRF7030,11825,11845,118,
1280,TRUE 레버리지 HSCEI ETN(H),11795,11360,118,
1281,신한 인버스 2X 은 선물 ETN(H),2350,2340,118,
1282,ARIRANG 고배당주채권혼합,10675,10645,117,
1283,KOSEF 국고채10년레버리지,129335,128610,116,
1284,TIGER 일본TOPIX헬스케어(합성),11630,11505,116,
1285,KODEX 모멘텀Plus,11625,11460,116,
1286,KODEX S&P글로벌인프라(합성),10990,10920,116,
1287,ARIRANG KRX300,19230,18970,115,
1288,TIGER 구리실물,9390,9355,115,
1289,KINDEX 러시아MSCI(합성),25560,25875,115,
1290,신한 인버스 2X 다우존스지수 선물 ETN(H),2870,2870,115,
1291,QV 제약 TOP5 ETN,5680,5660,114,
1292,TRUE 코스피 커버드콜 ETN B,11350,11350,114,
1293,TIGER KTOP30,11350,11300,114,
1294,KODEX TRF5050,11340,11340,113,
1295,KINDEX 싱가포르리츠,11330,11425,113,
1296,대한제당우,17450,17400,113,코스피1297위
1297,서울식품우,5080,5100,113,코스피1298위
1298,KBSTAR 중국MSCI China선물(H),14960,14650,112,
1299,삼성 인버스 2X 금 선물 ETN(H),11095,11120,111,
1300,KBSTAR 주식혼합,44305,43945,111,
1301,KOSEF 미국달러선물인버스,10635,10575,111,
1302,하나 KRX300 ETN,11055,11055,111,
1303,TIGER 경기방어채권혼합,9955,9980,110,
1304,대신 인버스 2X 니켈선물 ETN(H),5470,5760,109,
1305,TIGER 일본TOPIX(합성 H),15615,15370,109,
1306,TRUE 인버스 플래티넘 선물 ETN,10910,10910,109,
1307,TIGER 이머징마켓MSCI레버리지(합성 H),15395,15380,108,
1308,TRUE S&P500 양매도 4% OTM ETN(H),10750,10750,108,
1309,TIGER 코스피대형주,15315,15305,107,
1310,ARIRANG 국채선물3년,53530,53550,107,
1311,DB하이텍1우,95300,93800,107,코스피1312위
1312,대신 니켈선물 ETN(H),15290,15075,107,
1313,KBSTAR KRX300미국달러선물혼합,15255,15165,107,
1314,KODEX 게임산업,13220,13075,106,
1315,KODEX 콩선물(H),11725,11655,106,
1316,KINDEX 스마트하이베타,14855,14720,104,
1317,KODEX 보험,6105,5960,104,
1318,TIGER 코스닥150IT,15710,15430,104,
1319,KINDEX 스마트로우볼,17275,17140,104,
1320,넥센우,2865,2900,103,코스피1321위
1321,TRUE 유로선물 ETN B,10260,10295,103,
1322,KODEX 다우존스미국리츠(H),11400,11485,103,
1323,신한 달러인덱스 선물 ETN(H),10230,10230,102,
1324,KB 인버스 2X 나스닥 100 ETN,10160,10295,102,
1325,TREX 펀더멘탈 200,40605,40605,102,
1326,삼성 화장품 테마주 ETN,5060,5070,101,
1327,KB 레버리지 나스닥 100 ETN,9960,9935,100,
1328,KINDEX 일본TOPIX레버리지(H),19900,19565,100,
1329,ARIRANG KS밸류가중TR,15240,15145,99,
1330,TRUE 인버스 엔선물 ETN B,9890,9860,99,
1331,TIGER 미국S&P500선물인버스(H),4495,4500,99,
1332,KINDEX 국고채10년,96955,96760,99,
1333,SMART 선진국MSCI World(합성 H),16430,16360,99,
1334,TRUE 엔선물 ETN B,9850,9925,98,
1335,TRUE 유로스탁스50 양매도 5% OTM ETN(H),9840,9840,98,
1336,미래에셋 인버스 미디어엔터 Core5 ETN,9825,9840,98,
1337,KBSTAR V&S셀렉트밸류채권혼합,12280,12245,98,
1338,현대비앤지스틸우,89300,89100,98,코스피1339위
1339,TIGER 코스닥150바이오테크,13235,13185,98,
1340,신한 인버스 달러인덱스 선물 ETN(H),9780,9775,98,
1341,KINDEX 모닝스타싱가포르리츠채권혼합,9760,9765,98,
1342,계양전기우,6940,7170,97,코스피1343위
1343,대덕1우,8000,8080,97,코스피1344위
1344,SMART 중국본토 중소형 CSI500(합성 H),5385,5325,97,
1345,KINDEX 일본TOPIX인버스(합성 H),4610,4670,97,
1346,KODEX 미국S&P산업재(합성),18030,18030,96,
1347,KODEX 운송,5650,5470,96,
1348,TRUE 인버스 유로선물 ETN B,9555,9555,96,
1349,TRUE 레버리지 엔선물 ETN B,9510,9510,95,
1350,신한 USD K200 선물 바이셀 ETN,4750,4810,95,
1351,KODEX 200동일가중,11845,11845,95,
1352,신한 인버스 은 선물 ETN(H),4710,4690,94,
1353,KODEX TSE일본리츠(H),11755,11815,94,
1354,KODEX 일본TOPIX100,15660,16990,94,
1355,하나 KRX BBIG K-뉴딜 ETN,9350,9265,94,
1356,태양금속우,2805,2830,93,코스피1357위
1357,KBSTAR V&S셀렉트밸류,15415,15280,92,
1358,TIGER 일본엔선물,10210,10375,92,
1359,미래에셋 인버스 S&P500 ETN(H),4575,4575,92,
1360,TIGER 우량가치,11290,11210,91,
1361,성신양회우,12400,12700,91,코스피1362위
1362,TRUE 플래티넘 선물 ETN,9105,9175,91,
1363,삼성 S&P500 VIX S/T 선물 ETN(H) B,12105,12260,91,
1364,KBSTAR 모멘텀로우볼,16480,16255,91,
1365,신한 인버스 다우존스지수 선물 ETN(H),4515,4510,90,
1366,KBSTAR 고배당,12040,11980,90,
1367,KBSTAR 200커뮤니케이션서비스,17950,18055,90,
1368,마이다스 200커버드콜5%OTM,14895,14895,89,
1369,KOSEF 200 선물,18805,18620,88,
1370,KOSEF 200선물인버스2X,2140,2165,88,
1371,금호산업우,30150,30500,88,코스피1372위
1372,ARIRANG KS모멘텀가중TR,15935,15815,88,
1373,HANARO 글로벌럭셔리S&P(합성),15900,15915,87,
1374,TIGER 의료기기,17395,17145,87,
1375,TRUE 인버스 HSCEI ETN(H) B,8685,8890,87,
1376,미래에셋 인버스 원유선물혼합 ETN(H),8670,8745,87,
1377,신한 코스피 콘도르 6/10% 콜 2204-01 ETN,8670,8670,87,
1378,HANARO KAP초장기국고채,46830,46580,86,
1379,신한 인버스 Russell 2000 ETN,8590,8650,86,
1380,KBSTAR 5대그룹주,8480,8410,85,
1381,KBSTAR 게임테마,14095,14060,85,
1382,TRUE 인버스 2X 유로스탁스50 ETN(H),4205,4200,84,
1383,TIGER 라틴35,2985,3020,84,
1384,KBSTAR 미국고정배당우선증권ICE TR,9795,9810,83,
1385,동원시스템즈우,31250,31500,83,코스피1386위
1386,신한 코스피 월별 양매도 5% 콜 2206-1 ETN,8255,8255,83,
1387,KODEX MSCI모멘텀,13695,13590,82,
1388,미래에셋 인버스 에너지화학 Core5 ETN,4090,4100,82,
1389,KINDEX 삼성그룹동일가중,16330,16225,82,
1390,삼성 인버스 China A50 선물 ETN(H),8145,8050,81,
1391,신한 인버스 2X S&P500 선물 ETN,4065,4095,81,
1392,TIGER 차이나항셍25,17945,17955,81,
1393,신한 코스피 콘도르 4/10% 콜 2204-01 ETN,8050,8050,80,
1394,신한 코스피 월별 양매도 3% 콜 2206-1 ETN,8045,8045,80,
1395,ARIRANG KS로우볼가중TR,13310,13270,80,
1396,KINDEX 코스닥(합성),13230,13230,79,
1397,한양증권우,15050,15400,79,코스피1398위
1398,크라운제과우,10200,10000,79,코스피1399위
1399,신한 천연가스 선물 ETN(H),2630,2655,79,
1400,HANARO 탄소효율그린뉴딜,9840,9765,79,
1401,TIGER 우선주,14575,14445,79,
1402,TIGER 로우볼,11525,11485,78,
1403,TIGER Fn신재생에너지,9765,9625,78,
1404,KINDEX 미국다우존스리츠(합성 H),77600,77600,78,
1405,KINDEX 코스피,31035,30790,78,
1406,마이티 코스피100,32300,32300,78,
1407,KBSTAR 글로벌데이터센터리츠나스닥(합성),9675,10130,77,
1408,KINDEX 스마트퀄리티,19280,19125,77,
1409,코오롱글로벌우,24300,24500,76,코스피1410위
1410,KODEX 미국S&P바이오(합성),33670,34300,76,
1411,KINDEX Fn K-뉴딜디지털플러스,15070,15075,75,
1412,대상홀딩스우,8230,8170,75,코스피1413위
1413,흥국 S&P코리아로우볼,10885,10885,75,
1414,크라운해태홀딩스우,12500,12450,75,코스피1415위
1415,TIGER 200커버드콜5%OTM,14995,15045,75,
1416,ARIRANG 미국다우존스고배당주(합성 H),14140,14055,75,
1417,KINDEX 배당성장,37205,37025,74,
1418,TIGER 미국달러선물레버리지,9285,9350,74,
1419,KODEX 기계장비,4700,4720,74,
1420,ARIRANG 심천차이넥스트(합성),12370,12390,74,
1421,대신 아연선물 ETN(H),10560,10630,74,
1422,TIGER 금은선물(H),9175,9160,73,
1423,TIGER 모멘텀,22840,22410,73,
1424,KODEX 경기소비재,12175,11910,73,
1425,KINDEX 인버스,4825,4955,72,
1426,KOSEF 코스닥150선물레버리지,5950,5845,72,
1427,ARIRANG 중형주저변동50,11055,10950,72,
1428,신한 인버스 2X Russell 2000 ETN,7175,7225,72,
1429,TIGER 배당성장,18395,18300,72,
1430,KOSEF 고배당,7970,7935,72,
1431,ARIRANG 주도업종,11950,11800,72,
1432,KBSTAR 차이나항셍테크,10950,11105,71,
1433,KBSTAR 헬스케어,15800,15825,71,
1434,TRUE 코스피 커버드풋 ETN B,7080,7125,71,
1435,TIGER 국채선물3년인버스,49685,49725,70,
1436,KOSEF 미국방어배당성장나스닥,9900,9900,69,
1437,파워 고배당저변동성,28825,28685,69,
1438,ARIRANG 탄소효율그린뉴딜,9790,9735,69,
1439,TRUE 인버스 유로스탁스50 ETN(H) B,6830,6900,68,
1440,TIGER 200 철강소재,8280,8015,68,
1441,KINDEX 멕시코MSCI(합성),8450,8490,68,
1442,하이트진로홀딩스우,14350,14300,68,코스피1443위
1443,KBSTAR 팔라듐선물(H),13470,13450,67,
1444,대원전선우,2555,2550,67,코스피1445위
1445,TIGER K게임,12150,12135,67,
1446,ARIRANG 스마트베타Quality채권혼합,11055,11105,66,
1447,TIGER 베타플러스,19405,19115,66,
1448,CJ씨푸드1우,32900,33250,66,코스피1449위
1449,HANARO 농업융복합산업,11940,11785,66,
1450,TIGER 200동일가중,11930,11930,66,
1451,ARIRANG 신흥국MSCI인버스(합성 H),9090,9085,65,
1452,TIGER 200커버드콜ATM,10835,10835,65,
1453,KBSTAR 차이나HSCEI(H),12960,13055,65,
1454,TIGER 대형성장,12930,12795,65,
1455,KODEX FnKorea50,10750,10750,64,
1456,KODEX MSCI퀄리티,10710,10710,64,
1457,대신 인버스 아연선물 ETN(H),9100,9115,64,
1458,KODEX 퀄리티Plus,10615,10510,64,
1459,깨끗한나라우,17350,17850,64,코스피1460위
1460,TIGER 증권,4465,4490,63,
1461,ARIRANG 코스피중형주,11510,11320,63,
1462,ARIRANG 국채선물10년,56290,56145,63,
1463,KBSTAR Fn K-뉴딜디지털플러스,12595,12585,63,
1464,KBSTAR KRX국채선물3년10년스티프너2X,52350,52410,63,
1465,TIGER 지주회사,11345,11310,62,
1466,ARIRANG KRX300헬스케어,13530,13550,62,
1467,KODEX 200 중소형,12380,12250,62,
1468,KBSTAR KRX국채선물3년10년스티프너,51360,51405,62,
1469,TIGER 대형가치,12260,12175,61,
1470,파워 중기국고채,101815,101815,61,
1471,금강공업우,10350,10650,61,코스피1472위
1472,TIGER 200 경기소비재,18955,18630,61,
1473,HANARO 코스닥150선물레버리지,12040,11805,60,
1474,TIGER 방송통신,8300,8280,60,
1475,KBSTAR 미국장기국채선물레버리지(합성 H),11925,11970,60,
1476,KINDEX Fn성장소비주도주,7440,7415,60,
1477,KBSTAR KRX국채선물3년10년플래트너,49545,49510,59,
1478,ARIRANG 선진국MSCI(합성 H),11410,11660,59,
1479,마이티 200커버드콜ATM레버리지,9885,9795,59,
1480,KODEX MSCI EM선물(H),10695,10635,59,
1481,KBSTAR KRX국채선물3년10년플래트너2X,48815,48685,59,
1482,신한 인버스 2X 금 선물 ETN,5840,5870,58,
1483,TIGER 국채선물10년인버스,48405,48525,58,
1484,노루페인트우,12300,12500,57,코스피1485위
1485,TIGER 중소형가치,11380,11475,57,
1486,KBSTAR 중소형고배당,11265,11425,56,
1487,KBSTAR 미국장기국채선물(H),11125,11250,56,
1488,TIGER 중소형성장,11055,11090,55,
1489,TIGER 가격조정,25075,24760,55,
1490,QV 인버스 레버리지 S&P500 ETN,2740,2720,55,
1491,KINDEX 필리핀MSCI(합성),13695,13295,55,
1492,TRUE 인버스 2X HSCEI ETN(H),5450,5675,54,
1493,흥국화재우,7090,7100,54,코스피1494위
1494,KINDEX 차이나항셍테크,10850,10900,54,
1495,신한 인버스 브렌트원유 선물 ETN(H),5395,5430,54,
1496,JW중외제약2우B,58000,58700,54,코스피1496위
1497,KBSTAR 중소형모멘텀밸류,11840,11840,53,
1498,KG동부제철우,99300,99400,53,코스피1499위
1499,TIGER MSCI KOREA ESG유니버설,12610,12490,53,
1500,TRUE 인버스 나스닥 100 ETN,5165,5175,52,
1501,KBSTAR 국채선물10년인버스,47725,47800,52,
1502,KODEX 미국달러선물인버스,10205,10160,51,
1503,JW중외제약우,28750,29400,51,코스피1503위
1504,KBSTAR 내수주플러스,10560,10485,51,
1505,KODEX 국채선물3년인버스,49675,49710,51,
1506,KBSTAR 200고배당커버드콜ATM,7225,7210,51,
1507,동부건설우,22050,22000,50,코스피1508위
1508,TIGER S&P글로벌인프라(합성),9945,9910,50,
1509,KINDEX 국채선물3년인버스,99270,99365,50,
1510,KBSTAR 200에너지화학,13615,13500,49,
1511,ARIRANG 코스닥150선물인버스,7505,7630,49,
1512,코리아써키트2우B,6170,6300,48,코스피1513위
1513,KINDEX 국채선물10년인버스,95510,95510,48,
1514,KODEX 미국채울트라30년선물인버스(H),7945,7950,48,
1515,성문전자우,7910,8070,47,코스피1516위
1516,ARIRANG 글로벌MSCI(합성 H),15795,15970,47,
1517,KODEX 미국달러선물인버스2X,9865,9765,47,
1518,KODEX 밸류Plus,9435,9350,47,
1519,KODEX WTI원유선물인버스(H),9910,9960,47,
1520,유유제약2우B,28450,27950,47,코스피1521위
1521,KODEX China H선물인버스(H),9270,9380,46,
1522,ARIRANG KS퀄리티가중TR,15420,15355,46,
1523,KBSTAR 200선물인버스,5110,5205,46,
1524,KBSTAR 차이나H선물인버스(H),9130,9200,46,
1525,KOSEF 코스닥150선물인버스,8600,8705,46,
1526,KBSTAR 코스닥150선물인버스,4995,5080,45,
1527,미래에셋 인버스 전기전자 Core5 ETN,2195,2195,44,
1528,KOSEF 코스닥150선물,9080,8960,44,
1529,ARIRANG 200동일가중,10780,10645,43,
1530,진흥기업우B,4965,4905,43,코스피1531위
1531,KBSTAR 200생활소비재,8865,8925,43,
1532,TIGER 200 산업재,6045,5930,42,
1533,KBSTAR 미국장기국채선물인버스(H),8440,8450,42,
1534,KOSEF 200선물인버스,5125,5150,42,
1535,TIGER 200 생활소비재,11605,11705,42,
1536,KODEX 멀티에셋하이인컴(H),10335,10245,41,
1537,동양우,6690,6690,41,코스피1538위
1538,ARIRANG ESG우수기업,8950,8905,40,
1539,KOSEF 배당바이백Plus,16080,16080,40,
1540,ARIRANG KS로우사이즈가중TR,16030,15895,40,
1541,TIGER 일본엔선물레버리지,9950,10170,40,
1542,대신 인버스 니켈선물 ETN(H),5675,5780,40,
1543,KOSEF 저PBR가중,15790,15670,39,
1544,KODEX 골드선물인버스(H),7750,7765,39,
1545,TIGER 일본엔선물인버스,9620,9530,38,
1546,TIGER 원유선물인버스(H),6955,7225,38,
1547,삼성 인버스 2X 구리 선물 ETN(H),3805,4020,38,
1548,TIGER 금속선물(H),6240,6100,37,
1549,ARIRANG S&P글로벌인프라,10680,10600,37,
1550,KBSTAR 수출주,12375,12210,37,
1551,KBSTAR 모멘텀밸류,14700,14525,37,
1552,KBSTAR 중소형모멘텀로우볼,10400,10465,36,
1553,동양2우B,11500,11700,35,코스피1554위
1554,TIGER 일본엔선물인버스2X,8840,8685,35,
1555,신한 인버스 2X 구리 선물 ETN,3520,3735,35,
1556,ARIRANG 코스닥150,13875,13715,35,
1557,KBSTAR 우량업종,11535,11410,35,
1558,KBSTAR 미국장기국채선물인버스2X(합성 H),6820,6890,34,
1559,진흥기업2우B,11500,11300,34,코스피1560위
1560,신원우,33350,33250,30,코스피1561위
1561,흥국화재2우B,19600,19600,30,코스피1562위
1562,대신 인버스 철광석 선물 ETN(H),1505,1500,30,
1563,KBSTAR 국채선물10년,55365,55280,30,
1564,노루홀딩스우,15600,16350,29,코스피1565위
1565,ARIRANG KRX300IT,19805,19900,28,
1566,KBSTAR 팔라듐선물인버스(H),5270,5260,26,
1567,KBSTAR 200금융,8195,8150,25,
1568,KBSTAR 200경기소비재,11810,11615,24,
1569,동양3우B,24850,25800,22,코스피1570위
1570,KBSTAR 200중공업,8480,8475,22,
1571,KBSTAR 200건설,10945,10945,20,
1572,KBSTAR 200산업재,10810,10620,19,
1573,KBSTAR 200철강소재,7920,7700,19,
1574,QV 인버스 레버리지 WTI원유 선물 ETN(H),680,690,14,
